,Age,Sex,Job,Housing,Saving accounts,Checking account,Credit amount,Duration,Purpose,0,0,Berry
842,23,female,2,own,little,NA,1943,18,repairs,0,1,Berry
843,50,male,2,own,little,NA,1559,24,business,0,1,Berry
844,47,male,2,own,little,NA,3422,18,furniture/equipment,0,1,Berry
845,35,male,2,own,NA,moderate,3976,21,furniture/equipment,0,1,Berry
846,68,male,2,rent,NA,NA,6761,18,car,0,0,Berry
847,28,male,2,own,little,NA,1249,24,car,0,1,Berry
848,59,male,2,own,little,little,1364,9,radio/TV,0,1,Berry
849,57,male,1,own,little,little,709,12,radio/TV,0,1,Berry
850,33,male,2,rent,little,little,2235,20,car,0,0,Berry
851,43,male,2,own,NA,NA,4042,24,car,0,1,Berry
852,35,male,2,free,little,NA,1471,15,radio/TV,0,0,Berry
853,32,male,1,free,little,little,1442,18,car,0,0,Berry
854,45,male,2,own,little,NA,10875,36,car,0,1,Berry
855,33,male,2,own,moderate,NA,1474,24,car,0,1,Berry
856,40,female,2,own,NA,NA,894,10,education,1,1,Berry
857,28,male,2,free,little,NA,3343,15,furniture/equipment,0,0,Berry
858,29,female,2,own,little,little,3959,15,car,0,1,Berry
859,26,male,2,rent,moderate,NA,3577,9,car,0,0,Berry
860,27,male,2,own,rich,NA,5804,24,car,0,1,Berry
861,28,male,2,own,little,NA,2169,18,business,0,1,Berry
862,35,female,2,own,little,little,2439,24,radio/TV,0,1,Berry
863,32,male,1,own,rich,NA,4526,27,furniture/equipment,0,1,Berry
864,25,male,1,rent,little,NA,2210,10,furniture/equipment,0,0,Berry
865,20,female,2,rent,quite rich,NA,2221,15,furniture/equipment,0,0,Berry
866,27,female,2,own,little,little,2389,18,radio/TV,0,1,Berry
867,42,male,2,own,little,NA,3331,12,furniture/equipment,0,1,Berry
868,37,male,2,own,NA,NA,7409,36,business,0,1,Berry
869,24,female,2,rent,little,little,652,12,furniture/equipment,0,0,Berry
870,40,female,2,own,quite rich,NA,7678,36,furniture/equipment,0,1,Berry
871,46,male,2,own,little,rich,1343,6,car,0,1,Berry
872,26,male,2,own,moderate,little,1382,24,business,0,1,Berry
873,24,female,2,own,NA,NA,874,15,domestic appliances,0,1,Berry
874,29,male,1,own,little,little,3590,12,furniture/equipment,0,1,Berry
875,40,female,2,own,rich,moderate,1322,11,car,0,1,Berry
876,36,male,3,free,little,little,1940,18,radio/TV,0,0,Berry
877,28,male,2,own,little,NA,3595,36,radio/TV,0,1,Berry
878,27,male,3,free,little,little,1422,9,car,0,0,Berry
879,36,male,2,own,NA,NA,6742,30,radio/TV,0,1,Berry
880,38,male,3,own,little,NA,7814,24,car,0,1,Berry
881,48,male,2,free,NA,NA,9277,24,car,0,0,Berry
882,36,male,2,own,NA,moderate,2181,30,car,0,1,Berry
883,65,female,0,own,little,NA,1098,18,radio/TV,0,1,Berry
884,43,male,2,own,little,moderate,4057,24,furniture/equipment,0,1,Berry
885,53,female,2,own,little,little,795,12,education,1,1,Berry
886,34,male,2,own,NA,moderate,2825,24,business,0,1,Berry
887,23,male,2,own,little,moderate,15672,48,business,0,1,Berry
888,34,male,3,own,little,NA,6614,36,car,0,1,Berry
889,40,male,2,rent,NA,NA,7824,28,car,0,0,Berry
890,43,male,3,own,little,little,2442,27,business,0,1,Berry
891,46,male,2,own,little,NA,1829,15,radio/TV,0,1,Berry
892,38,male,1,own,little,little,2171,12,car,0,1,Berry
893,34,male,2,own,little,moderate,5800,36,car,0,1,Berry
894,29,male,2,own,NA,NA,1169,18,radio/TV,0,1,Berry
895,31,male,3,own,NA,NA,8947,36,car,0,1,Berry
896,28,female,3,rent,little,little,2606,21,radio/TV,0,0,Berry
897,35,female,2,own,rich,NA,1592,12,furniture/equipment,0,1,Berry
898,33,female,1,rent,NA,NA,2186,15,furniture/equipment,0,0,Berry
899,42,male,2,own,little,little,4153,18,furniture/equipment,0,1,Berry
900,43,male,2,rent,little,little,2625,16,car,0,0,Berry
901,44,male,2,own,NA,NA,3485,20,car,0,1,Berry
902,42,male,2,free,NA,NA,10477,36,car,0,0,Berry
903,40,male,2,rent,NA,NA,1386,15,radio/TV,0,0,Berry
904,36,male,3,own,little,NA,1278,24,radio/TV,0,1,Berry
905,20,male,3,rent,little,little,1107,12,radio/TV,0,0,Berry
906,24,male,1,own,NA,little,3763,21,car,0,1,Berry
907,27,male,2,own,NA,moderate,3711,36,education,1,1,Berry
908,46,female,1,own,little,NA,3594,15,car,0,1,Berry
909,33,female,1,own,NA,moderate,3195,9,car,0,1,Berry
910,34,female,2,own,little,NA,4454,36,radio/TV,0,1,Berry
911,25,female,1,own,little,moderate,4736,24,furniture/equipment,0,1,Berry
912,25,female,2,own,NA,moderate,2991,30,radio/TV,0,1,Berry
913,28,male,2,own,rich,NA,2142,11,business,0,1,Berry
914,31,male,2,rent,little,little,3161,24,business,0,0,Berry
915,32,female,3,own,little,moderate,18424,48,vacation/others,0,1,Berry
916,32,male,2,own,moderate,NA,2848,10,car,0,1,Berry
917,68,male,3,own,little,little,14896,6,car,0,1,Berry
918,33,male,2,own,moderate,little,2359,24,furniture/equipment,0,1,Berry
919,39,male,3,rent,little,little,3345,24,furniture/equipment,0,0,Berry
920,28,female,2,own,little,NA,1817,18,furniture/equipment,0,1,Berry
921,37,male,3,own,quite rich,NA,12749,48,radio/TV,0,1,Berry
922,22,female,2,rent,little,little,1366,9,radio/TV,0,0,Berry
923,30,male,2,rent,little,moderate,2002,12,car,0,0,Berry
924,55,male,2,own,little,little,6872,24,furniture/equipment,0,1,Berry
925,46,male,2,own,little,little,697,12,car,0,1,Berry
926,21,female,2,rent,little,little,1049,18,furniture/equipment,0,0,Berry
927,39,male,2,free,little,little,10297,48,car,0,0,Berry
928,58,male,2,own,NA,NA,1867,30,radio/TV,0,1,Berry
929,43,male,1,own,little,little,1344,12,car,0,1,Berry
930,24,male,1,own,little,little,1747,24,furniture/equipment,0,1,Berry
931,22,female,2,own,little,moderate,1670,9,radio/TV,0,1,Berry
932,30,male,2,own,little,NA,1224,9,car,0,1,Berry
933,42,male,2,own,quite rich,NA,522,12,radio/TV,0,1,Berry
934,23,female,2,own,little,little,1498,12,radio/TV,0,1,Berry
935,30,male,3,own,moderate,moderate,1919,30,radio/TV,0,1,Berry
936,28,female,1,own,little,rich,745,9,radio/TV,0,1,Berry
937,30,male,3,rent,little,moderate,2063,6,radio/TV,0,0,Berry
938,42,male,2,free,little,moderate,6288,60,education,1,0,Berry
939,46,male,3,own,NA,NA,6842,24,car,0,1,Berry
940,45,male,3,own,NA,NA,3527,12,car,0,1,Berry
941,31,male,1,own,little,NA,1546,10,car,0,1,Berry
942,31,male,2,own,NA,NA,929,24,furniture/equipment,0,1,Berry
943,42,male,1,own,little,NA,1455,4,car,0,1,Berry
944,46,female,2,rent,little,little,1845,15,furniture/equipment,0,0,Berry
945,30,female,2,own,quite rich,moderate,8358,48,car,0,1,Berry
946,30,male,2,free,quite rich,little,3349,24,furniture/equipment,0,0,Berry
947,38,male,3,own,NA,NA,2859,12,car,0,1,Berry
948,43,male,1,own,little,NA,1533,18,furniture/equipment,0,1,Berry
949,31,male,2,own,moderate,NA,3621,24,radio/TV,0,1,Berry
950,40,male,0,own,little,moderate,3590,18,business,0,1,Berry
951,24,male,2,own,little,little,2145,36,business,0,1,Berry
952,28,female,2,rent,quite rich,moderate,4113,24,car,0,0,Berry
953,26,female,3,own,little,NA,10974,36,furniture/equipment,0,1,Berry
954,29,female,2,own,little,little,1893,12,car,0,1,Berry
955,57,female,3,rent,rich,little,1231,24,radio/TV,0,0,Berry
956,49,male,1,own,NA,rich,3656,30,radio/TV,0,1,Berry
957,37,male,1,own,little,moderate,1154,9,radio/TV,0,1,Berry
958,45,male,1,own,little,little,4006,28,car,0,1,Berry
959,30,male,2,free,moderate,moderate,3069,24,furniture/equipment,0,0,Berry
960,30,male,2,rent,little,NA,1740,6,radio/TV,0,0,Berry
961,47,male,2,own,little,moderate,2353,21,car,0,1,Berry
962,29,male,2,own,NA,NA,3556,15,car,0,1,Berry
963,35,male,2,own,quite rich,NA,2397,24,radio/TV,0,1,Berry
964,22,male,1,own,little,moderate,454,6,repairs,0,1,Berry
965,26,female,2,own,NA,moderate,1715,30,radio/TV,0,1,Berry
966,23,male,1,own,quite rich,moderate,2520,27,radio/TV,0,1,Berry
967,54,female,3,rent,little,NA,3568,15,radio/TV,0,0,Berry
968,29,male,2,rent,NA,NA,7166,42,radio/TV,0,0,Berry
969,40,male,1,own,little,little,3939,11,car,0,1,Berry
970,22,male,2,own,moderate,moderate,1514,15,repairs,0,1,Berry
971,43,male,1,own,little,NA,7393,24,car,0,1,Berry
972,29,female,0,rent,little,little,1193,24,car,0,0,Berry
973,36,male,2,rent,little,little,7297,60,business,0,0,Berry
974,33,female,2,own,little,NA,2831,30,radio/TV,0,1,Berry
975,57,female,1,own,quite rich,rich,1258,24,radio/TV,0,1,Berry
976,64,female,2,own,little,moderate,753,6,radio/TV,0,1,Berry
977,42,male,2,own,NA,moderate,2427,18,business,0,1,Berry
978,47,male,1,own,little,NA,2538,24,car,0,1,Berry
979,25,male,2,rent,moderate,moderate,1264,15,car,0,0,Berry
980,49,male,2,own,little,moderate,8386,30,furniture/equipment,0,1,Berry
981,33,male,3,rent,little,NA,4844,48,business,0,0,Berry
982,28,female,3,own,moderate,rich,2923,21,car,0,1,Berry
983,26,male,2,own,little,little,8229,36,car,0,1,Berry
984,30,male,1,own,little,NA,2028,24,furniture/equipment,0,1,Berry
985,25,female,2,rent,little,little,1433,15,furniture/equipment,0,0,Berry
986,33,male,2,own,little,rich,6289,42,business,0,1,Berry
987,64,female,2,own,moderate,NA,1409,13,radio/TV,0,1,Berry
988,29,male,3,free,little,little,6579,24,car,0,0,Berry
989,48,male,1,own,little,moderate,1743,24,radio/TV,0,1,Berry
990,37,male,1,own,NA,NA,3565,12,education,1,1,Berry
991,34,male,1,own,moderate,NA,1569,15,radio/TV,0,1,Berry
992,23,male,1,rent,NA,little,1936,18,radio/TV,0,0,Berry
993,30,male,3,own,little,little,3959,36,furniture/equipment,0,1,Berry
994,50,male,2,own,NA,NA,2390,12,car,0,1,Berry
995,31,female,1,own,little,NA,1736,12,furniture/equipment,0,1,Berry
996,40,male,3,own,little,little,3857,30,car,0,1,Berry
997,38,male,2,own,little,NA,804,12,radio/TV,0,1,Berry
998,23,male,2,free,little,little,1845,45,radio/TV,0,0,Berry
999,27,male,2,own,moderate,moderate,4576,45,car,0,1,Berry
